INFO 2025-09-26 16:00:59,609 database 35541 8496695296 Database initialized successfully
INFO 2025-09-27 12:37:21,445 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 78
INFO 2025-09-27 12:37:21,597 middleware 12584 16592 Request: GET /favicon.ico from 127.0.0.1
INFO 2025-09-27 12:37:21,774 middleware 12584 16592 Response: 404 for GET /favicon.ico
WARNING 2025-09-27 12:37:21,776 log 12584 16592 Not Found: /favicon.ico
WARNING 2025-09-27 12:37:21,777 basehttp 12584 16592 "GET /favicon.ico HTTP/1.1" 404 3412
INFO 2025-09-27 12:37:24,478 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:37:24,480 database 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:37:24,481 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:37:24,482 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:37:24,483 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 78
INFO 2025-09-27 12:37:26,270 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:37:26,272 database 12584 16592 Retrieved 0 tasks with status: pending
INFO 2025-09-27 12:37:26,272 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:37:26,275 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:37:26,277 basehttp 12584 16592 "GET /api/tasks/list/?status=pending HTTP/1.1" 200 78
INFO 2025-09-27 12:37:27,306 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:37:27,307 database 12584 16592 Retrieved 0 tasks with status: in_progress
INFO 2025-09-27 12:37:27,308 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:37:27,310 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:37:27,312 basehttp 12584 16592 "GET /api/tasks/list/?status=in_progress HTTP/1.1" 200 78
INFO 2025-09-27 12:37:28,301 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:37:28,303 database 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:37:28,304 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:37:28,306 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:37:28,307 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 78
INFO 2025-09-27 12:37:29,857 middleware 12584 16592 Request: GET /add/ from 127.0.0.1
INFO 2025-09-27 12:37:29,922 middleware 12584 16592 Response: 200 for GET /add/
INFO 2025-09-27 12:37:29,923 basehttp 12584 16592 "GET /add/ HTTP/1.1" 200 11271
INFO 2025-09-27 12:38:06,036 middleware 12584 16592 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 12:38:06,051 database 12584 16592 Task created successfully with ID: 1
INFO 2025-09-27 12:38:06,051 views 12584 16592 Task created successfully: 1
INFO 2025-09-27 12:38:06,053 middleware 12584 16592 Response: 201 for POST /api/tasks/
INFO 2025-09-27 12:38:06,055 basehttp 12584 16592 "POST /api/tasks/ HTTP/1.1" 201 258
INFO 2025-09-27 12:38:07,600 middleware 12584 16592 Request: GET / from 127.0.0.1
INFO 2025-09-27 12:38:07,602 middleware 12584 16592 Response: 200 for GET /
INFO 2025-09-27 12:38:07,604 basehttp 12584 16592 "GET / HTTP/1.1" 200 15216
INFO 2025-09-27 12:38:07,643 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:07,667 database 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:07,668 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:07,669 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:07,670 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 265
INFO 2025-09-27 12:38:11,841 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:11,843 database 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:11,843 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:11,845 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:11,846 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 265
INFO 2025-09-27 12:38:13,737 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:13,739 database 12584 16592 Retrieved 1 tasks with status: pending
INFO 2025-09-27 12:38:13,739 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:13,741 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:13,742 basehttp 12584 16592 "GET /api/tasks/list/?status=pending HTTP/1.1" 200 265
INFO 2025-09-27 12:38:15,366 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:15,368 database 12584 16592 Retrieved 0 tasks with status: in_progress
INFO 2025-09-27 12:38:15,369 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:38:15,371 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:15,372 basehttp 12584 16592 "GET /api/tasks/list/?status=in_progress HTTP/1.1" 200 78
INFO 2025-09-27 12:38:16,817 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:16,819 database 12584 16592 Retrieved 0 tasks with status: completed
INFO 2025-09-27 12:38:16,820 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:38:16,821 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:16,823 basehttp 12584 16592 "GET /api/tasks/list/?status=completed HTTP/1.1" 200 78
INFO 2025-09-27 12:38:18,278 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:18,280 database 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:18,280 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:18,284 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:18,286 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 265
INFO 2025-09-27 12:38:41,723 middleware 12584 16592 Request: PUT /api/tasks/1/update/ from 127.0.0.1
INFO 2025-09-27 12:38:41,735 database 12584 16592 Task 1 updated successfully
INFO 2025-09-27 12:38:41,736 views 12584 16592 Task 1 updated successfully
INFO 2025-09-27 12:38:41,737 middleware 12584 16592 Response: 200 for PUT /api/tasks/1/update/
INFO 2025-09-27 12:38:41,740 basehttp 12584 16592 "PUT /api/tasks/1/update/ HTTP/1.1" 200 262
INFO 2025-09-27 12:38:41,745 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:41,748 database 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:41,748 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:41,749 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:41,751 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 269
INFO 2025-09-27 12:38:45,367 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:45,370 database 12584 16592 Retrieved 1 tasks with status: in_progress
INFO 2025-09-27 12:38:45,371 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:45,373 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:45,374 basehttp 12584 16592 "GET /api/tasks/list/?status=in_progress HTTP/1.1" 200 269
INFO 2025-09-27 12:38:48,233 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:48,235 database 12584 16592 Retrieved 0 tasks with status: pending
INFO 2025-09-27 12:38:48,237 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:38:48,237 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:48,238 basehttp 12584 16592 "GET /api/tasks/list/?status=pending HTTP/1.1" 200 78
INFO 2025-09-27 12:38:49,570 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:49,572 database 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:49,572 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:49,573 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:49,576 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 269
INFO 2025-09-27 12:38:50,620 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:50,623 database 12584 16592 Retrieved 1 tasks with status: in_progress
INFO 2025-09-27 12:38:50,624 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:50,626 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:50,627 basehttp 12584 16592 "GET /api/tasks/list/?status=in_progress HTTP/1.1" 200 269
INFO 2025-09-27 12:38:52,588 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:52,590 database 12584 16592 Retrieved 0 tasks with status: completed
INFO 2025-09-27 12:38:52,591 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:38:52,593 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:52,594 basehttp 12584 16592 "GET /api/tasks/list/?status=completed HTTP/1.1" 200 78
INFO 2025-09-27 12:38:54,127 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:38:54,129 database 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:54,129 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:38:54,132 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:38:54,133 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 269
INFO 2025-09-27 12:39:04,028 middleware 12584 16592 Request: PUT /api/tasks/1/update/ from 127.0.0.1
INFO 2025-09-27 12:39:04,038 database 12584 16592 Task 1 updated successfully
INFO 2025-09-27 12:39:04,040 views 12584 16592 Task 1 updated successfully
INFO 2025-09-27 12:39:04,041 middleware 12584 16592 Response: 200 for PUT /api/tasks/1/update/
INFO 2025-09-27 12:39:04,044 basehttp 12584 16592 "PUT /api/tasks/1/update/ HTTP/1.1" 200 260
INFO 2025-09-27 12:39:04,048 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:39:04,054 database 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:39:04,055 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:39:04,056 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:39:04,058 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 267
INFO 2025-09-27 12:39:08,128 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:39:08,130 database 12584 16592 Retrieved 0 tasks with status: pending
INFO 2025-09-27 12:39:08,131 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:39:08,133 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:39:08,134 basehttp 12584 16592 "GET /api/tasks/list/?status=pending HTTP/1.1" 200 78
INFO 2025-09-27 12:39:10,400 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:39:10,402 database 12584 16592 Retrieved 0 tasks with status: in_progress
INFO 2025-09-27 12:39:10,402 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:39:10,405 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:39:10,406 basehttp 12584 16592 "GET /api/tasks/list/?status=in_progress HTTP/1.1" 200 78
INFO 2025-09-27 12:39:11,399 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:39:11,400 database 12584 16592 Retrieved 1 tasks with status: completed
INFO 2025-09-27 12:39:11,401 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:39:11,404 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:39:11,406 basehttp 12584 16592 "GET /api/tasks/list/?status=completed HTTP/1.1" 200 267
INFO 2025-09-27 12:42:16,227 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:42:16,228 database 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:42:16,229 views 12584 16592 Retrieved 1 tasks
INFO 2025-09-27 12:42:16,229 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:42:16,230 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 267
INFO 2025-09-27 12:42:25,449 middleware 12584 16592 Request: DELETE /api/tasks/1/delete/ from 127.0.0.1
INFO 2025-09-27 12:42:25,456 database 12584 16592 Task 1 deleted successfully
INFO 2025-09-27 12:42:25,456 views 12584 16592 Task 1 deleted successfully
INFO 2025-09-27 12:42:25,457 middleware 12584 16592 Response: 200 for DELETE /api/tasks/1/delete/
INFO 2025-09-27 12:42:25,458 basehttp 12584 16592 "DELETE /api/tasks/1/delete/ HTTP/1.1" 200 75
INFO 2025-09-27 12:42:25,466 middleware 12584 16592 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 12:42:25,470 database 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:42:25,471 views 12584 16592 Retrieved 0 tasks
INFO 2025-09-27 12:42:25,471 middleware 12584 16592 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 12:42:25,472 basehttp 12584 16592 "GET /api/tasks/list/ HTTP/1.1" 200 78
INFO 2025-09-27 13:05:18,745 autoreload 5944 18568 Watching for file changes with StatReloader
INFO 2025-09-27 13:05:18,755 database 5944 18568 Database initialized successfully
INFO 2025-09-27 13:22:52,403 database 17744 22024 Database initialized successfully
INFO 2025-09-27 13:22:52,410 database 17744 22024 Task created successfully with ID: 1
INFO 2025-09-27 13:22:52,577 database 17744 22024 Database initialized successfully
INFO 2025-09-27 13:22:52,583 database 17744 22024 Task created successfully with ID: 2
INFO 2025-09-27 13:22:52,590 database 17744 22024 Task 2 deleted successfully
WARNING 2025-09-27 13:22:52,592 database 17744 22024 Task 2 not found
WARNING 2025-09-27 13:22:52,593 database 17744 22024 Task 999 not found for deletion
INFO 2025-09-27 13:22:52,615 database 17744 22024 Database initialized successfully
INFO 2025-09-27 13:22:52,620 database 17744 22024 Task created successfully with ID: 3
INFO 2025-09-27 13:22:52,625 database 17744 22024 Task created successfully with ID: 4
INFO 2025-09-27 13:22:52,628 database 17744 22024 Retrieved 3 tasks
INFO 2025-09-27 13:22:52,662 database 17744 22024 Database initialized successfully
INFO 2025-09-27 13:22:52,667 database 17744 22024 Task created successfully with ID: 5
INFO 2025-09-27 13:22:52,670 database 17744 22024 Task 5 retrieved successfully
WARNING 2025-09-27 13:22:52,671 database 17744 22024 Task 999 not found
INFO 2025-09-27 13:22:52,691 database 17744 22024 Database initialized successfully
INFO 2025-09-27 13:22:52,695 database 17744 22024 Task created successfully with ID: 6
INFO 2025-09-27 13:22:52,701 database 17744 22024 Task created successfully with ID: 7
INFO 2025-09-27 13:22:52,707 database 17744 22024 Task created successfully with ID: 8
INFO 2025-09-27 13:22:52,709 database 17744 22024 Task 6 updated successfully
INFO 2025-09-27 13:22:52,713 database 17744 22024 Task 7 updated successfully
INFO 2025-09-27 13:22:52,718 database 17744 22024 Task 8 updated successfully
INFO 2025-09-27 13:22:52,720 database 17744 22024 Retrieved 5 tasks with status: pending
INFO 2025-09-27 13:22:52,721 database 17744 22024 Retrieved 1 tasks with status: in_progress
INFO 2025-09-27 13:22:52,722 database 17744 22024 Retrieved 1 tasks with status: completed
INFO 2025-09-27 13:22:52,746 database 17744 22024 Database initialized successfully
INFO 2025-09-27 13:22:52,750 database 17744 22024 Task created successfully with ID: 9
INFO 2025-09-27 13:22:52,756 database 17744 22024 Task 9 updated successfully
INFO 2025-09-27 13:22:52,790 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,799 database 17744 22024 Database initialized successfully
INFO 2025-09-27 13:22:52,810 database 17744 22024 Task created successfully with ID: 10
INFO 2025-09-27 13:22:52,810 views 17744 22024 Task created successfully: 10
INFO 2025-09-27 13:22:52,811 middleware 17744 22024 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:22:52,814 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,815 middleware 17744 22024 Response: 400 for POST /api/tasks/
WARNING 2025-09-27 13:22:52,815 log 17744 22024 Bad Request: /api/tasks/
INFO 2025-09-27 13:22:52,816 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,816 middleware 17744 22024 Response: 400 for POST /api/tasks/
WARNING 2025-09-27 13:22:52,816 log 17744 22024 Bad Request: /api/tasks/
INFO 2025-09-27 13:22:52,817 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,817 middleware 17744 22024 Response: 400 for POST /api/tasks/
WARNING 2025-09-27 13:22:52,818 log 17744 22024 Bad Request: /api/tasks/
INFO 2025-09-27 13:22:52,818 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,818 middleware 17744 22024 Response: 400 for POST /api/tasks/
WARNING 2025-09-27 13:22:52,819 log 17744 22024 Bad Request: /api/tasks/
INFO 2025-09-27 13:22:52,822 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,828 database 17744 22024 Task created successfully with ID: 11
INFO 2025-09-27 13:22:52,828 views 17744 22024 Task created successfully: 11
INFO 2025-09-27 13:22:52,828 middleware 17744 22024 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:22:52,830 middleware 17744 22024 Request: DELETE /api/tasks/11/delete/ from 127.0.0.1
INFO 2025-09-27 13:22:52,836 database 17744 22024 Task 11 deleted successfully
INFO 2025-09-27 13:22:52,836 views 17744 22024 Task 11 deleted successfully
INFO 2025-09-27 13:22:52,837 middleware 17744 22024 Response: 200 for DELETE /api/tasks/11/delete/
INFO 2025-09-27 13:22:52,837 middleware 17744 22024 Request: GET /api/tasks/11/ from 127.0.0.1
WARNING 2025-09-27 13:22:52,839 database 17744 22024 Task 11 not found
INFO 2025-09-27 13:22:52,839 middleware 17744 22024 Response: 404 for GET /api/tasks/11/
WARNING 2025-09-27 13:22:52,839 log 17744 22024 Not Found: /api/tasks/11/
INFO 2025-09-27 13:22:52,843 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,848 database 17744 22024 Task created successfully with ID: 12
INFO 2025-09-27 13:22:52,849 views 17744 22024 Task created successfully: 12
INFO 2025-09-27 13:22:52,849 middleware 17744 22024 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:22:52,849 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
INFO 2025-09-27 13:22:52,856 database 17744 22024 Task created successfully with ID: 13
INFO 2025-09-27 13:22:52,856 views 17744 22024 Task created successfully: 13
INFO 2025-09-27 13:22:52,856 middleware 17744 22024 Response: 201 for POST /api/tasks/
INFO 2025-09-27 13:22:52,857 middleware 17744 22024 Request: PUT /api/tasks/12/update/ from 127.0.0.1
INFO 2025-09-27 13:22:52,859 database 17744 22024 Task 12 updated successfully
INFO 2025-09-27 13:22:52,859 views 17744 22024 Task 12 updated successfully
INFO 2025-09-27 13:22:52,859 middleware 17744 22024 Response: 200 for PUT /api/tasks/12/update/
INFO 2025-09-27 13:22:52,860 middleware 17744 22024 Request: PUT /api/tasks/13/update/ from 127.0.0.1
INFO 2025-09-27 13:22:52,864 database 17744 22024 Task 13 updated successfully
INFO 2025-09-27 13:22:52,865 views 17744 22024 Task 13 updated successfully
INFO 2025-09-27 13:22:52,865 middleware 17744 22024 Response: 200 for PUT /api/tasks/13/update/
INFO 2025-09-27 13:22:52,865 middleware 17744 22024 Request: GET /api/tasks/list/ from 127.0.0.1
INFO 2025-09-27 13:22:52,867 database 17744 22024 Retrieved 7 tasks with status: pending
INFO 2025-09-27 13:22:52,868 views 17744 22024 Retrieved 7 tasks
INFO 2025-09-27 13:22:52,868 middleware 17744 22024 Response: 200 for GET /api/tasks/list/
INFO 2025-09-27 13:22:52,879 middleware 17744 22024 Request: POST /api/tasks/ from 127.0.0.1
